Status;Description;Product;Image to be set;Image Status;
Failed;Image not found;zu_23_2;ZU_23_2_face
Failed;Image not found;zsu23-4;ZSU23-4_face
Failed;Image not found;zpu-4;ZPU-4_face
Success;Found;zilh131
Failed;Image not found;zil;Zil_face
Failed;Image not found;wiesel_oselot;Wiesel_Oselot_face
Failed;Image not found;watchkeeper;Watchkeeper_face
Failed;Image not found;warrior_ermp;Warrior_ERMP_face
Failed;Image not found;vbl;VBL_face
Failed;Image not found;vab_4x4;VAB_4x4_face
Failed;Image not found;v-22;V-22_face
Failed;Image not found;ugv_mule;UGV_MULE_face
Failed;Image not found;u-2_spy_plane;U-2_Spy_plane_face
Failed;Image not found;type69;Type69_face
Failed;Image not found;type63_rocket;TYPE63_ROCKET_face
Failed;Image not found;type_63_mrl;Type_63_MRL_face
Failed;Image not found;tu22m3;Tu22M3_face
Failed;Image not found;truck-029_united;truck-029_united_face
Failed;Image not found;truck-028_m2;truck-028_M2_face
Failed;Image not found;truck-027_ub-16;truck-027_UB-16_face
Failed;Image not found;truck-025_united;truck-025_united_face
Failed;Image not found;truck-024_usairways;truck-024_usairways_face
Failed;Image not found;truck-010-jingle;truck-010-jingle_face
Failed;Image not found;truck_017b;truck_017B_face
Failed;Image not found;truck_007;truck_007_face
Failed;Image not found;trailer_generator-002;trailer_generator-002_face
Failed;Image not found;trailer_generator-001;trailer_generator-001_face
Failed;Image not found;t90;T90_face
Failed;Image not found;t80um1;T80UM1_face
Failed;Image not found;t-45a_goshawk;T-45a_Goshawk_face
Failed;Image not found;superwedge_launcher;SuperWedge_Launcher_face
Failed;Image not found;su-30mkk;Su-30MKK_face
Failed;Image not found;su-30mki;Su-30MKI_face
Failed;Image not found;su-27;Su-27_face
Failed;Image not found;su-24;SU-24_face
Failed;Image not found;su_37;SU_37_face
Failed;Image not found;su_22_m4;SU_22_M4_face
Failed;Image not found;stryker_m1126_;Stryker(M1126)_face
Failed;Image not found;small_unmanned_ground_vehicle_sugv;Small_Unmanned_Ground_Vehicle_SUGV_face
Failed;Image not found;skylark;Skylark_face
Failed;Image not found;silver_fox;Silver_Fox_face
Failed;Image not found;shadow-200;Shadow-200_face
Failed;Image not found;scaneagle;ScanEagle_face
Failed;Image not found;saxon;Saxon_face
Failed;Image not found;sa-6;SA-6_face
Failed;Image not found;sa-4;Sa-4_face
Failed;Image not found;sa-2;Sa-2_face
Failed;Image not found;sa-19-grison;SA-19-Grison_face
Failed;Image not found;sa-15-gauntlet;SA-15-Gauntlet_face
Success;Found;s-92_sikorsky
Failed;Image not found;s60;S60_face
Failed;Image not found;s-3b_viking;S-3B_viking_face
Failed;Image not found;s-200_sa-5_gammon;S-200_SA-5_GAMMON_face
Failed;Image not found;rsv_recon_and_surveillance_vehicle;RSV_Recon_and_Surveillance_Vehicle_face
Failed;Image not found;rq-8a;RQ-8A_face
Failed;Image not found;rq-1a_predator;RQ-1A_Predator_face
Failed;Image not found;robot_talon_sword;Robot_Talon_SWORD_face
Failed;Image not found;robot_talon_grenade;Robot_Talon_GRENADE_face
Failed;Image not found;robot_talon;Robot_Talon_face
Failed;Image not found;rg-33;RG-33_face
Failed;Image not found;rg-31;RG-31_face
Failed;Image not found;rc135;RC135_face
Failed;Image not found;rafael_golan;RAFAEL_Golan_face
Failed;Image not found;pelikan;Pelikan_face
Failed;Image not found;pc-9;PC-9_face
Failed;Image not found;patrolboat_sing;Patrolboat_Sing_face
Failed;Image not found;patria;patria_face
Failed;Image not found;pantsyr_s1_air_defense;Pantsyr_S1_Air_Defense_face
Failed;Image not found;pandur_ii_6x6_kd-v30;Pandur_II_6X6_KD-V30_face
Failed;Image not found;pac3_m901;PAC3_M901_face
Failed;Image not found;pac3;pac3_face
Failed;Image not found;oshkosh_bushmaster;Oshkosh_Bushmaster_face
Failed;Image not found;multifunctional_utility_logistics_and_equipment_mule_darpa;Multifunctional_Utility_Logistics_and_Equipment_MULE_Darpa_face
Failed;Image not found;mule_transport;MULE_Transport_face
Failed;Image not found;mule_mine_clearing;MULE_Mine_Clearing_face
Failed;Image not found;mule_armed_robotic_vehicule_arva-l;MULE_Armed_Robotic_Vehicule_ARVA-L_face
Failed;Image not found;mortar_2s12;Mortar_2S12_face
Failed;Image not found;mortar_2b14_1;Mortar_2B14_1_face
Failed;Image not found;mlrs-m270;MLRS-M270_face
Failed;Image not found;mk_19;MK_19_face
Failed;Image not found;mirage-5;Mirage-5_face
Failed;Image not found;mirage-3;Mirage-3_face
Failed;Image not found;mirage_f1;Mirage_F1_face
Failed;Image not found;mirage_2000c;MIRAGE_2000C_face
Failed;Image not found;military_bus;Military_Bus_face
Failed;Image not found;mig-31;MIG-31_face
Failed;Image not found;mig-29;MiG-29_face
Failed;Image not found;mig-25;Mig-25_face
Failed;Image not found;mi-2upr;Mi-2UPR_face
Failed;Image not found;mi-28_havoc;MI-28_Havoc_face
Failed;Image not found;meerkat;Meerkat_face
Failed;Image not found;medical_vehicle_mv;Medical_Vehicle_MV_face
Failed;Image not found;mav;MAV_face
Failed;Image not found;mag_gpng_7-62;MAG_GPNG_7-62_face
Failed;Image not found;m901a3;M901A3_face
Failed;Image not found;m88a2;M88A2_face
Failed;Image not found;m60a3;M60A3_face
Failed;Image not found;m40_stand;M40_STAND_face
Failed;Image not found;m3_bradley;M3_Bradley_face
Failed;Image not found;m2-mounted;M2-MOUNTED_face
Failed;Image not found;m-220_tow;M-220_Tow_face
Failed;Image not found;m220;m220_face
Failed;Image not found;m2_stand;M2_STAND_face
Failed;Image not found;m1a2;M1A2_face
Failed;Image not found;m115_how;M115_HOW_face
Failed;Image not found;m1135;M1135_face
Failed;Image not found;m1133;M1133_face
Failed;Image not found;m1131;M1131_face
Failed;Image not found;m1130;M1130_face
Failed;Image not found;m113;M113_face
Failed;Image not found;m1128;M1128_face
Failed;Image not found;m1127;M1127_face
Failed;Image not found;m1126_m2;M1126_M2_face
Failed;Image not found;m1117;M1117_face
Failed;Image not found;m109a6;M109A6_face
Failed;Image not found;m1097;M1097_face
Failed;Image not found;m1046;M1046_face
Failed;Image not found;m_1089;M_1089_face
Failed;Image not found;luggage_cart-001;Luggage_Cart-001_face
Failed;Image not found;leopard_c2a1_mexas;Leopard_C2A1_MEXAS_face
Failed;Image not found;leclerc;Leclerc_face
Failed;Image not found;l-159;L-159_face
Failed;Image not found;kraz_255;KRAZ_255_face
Failed;Image not found;kpv-mounted;KPV-MOUNTED_face
Failed;Image not found;kpv_towed;KPV_TOWED_face
Failed;Image not found;koni_class;Koni_Class_face
Failed;Image not found;kittyhawk;KittyHawk_face
Failed;Image not found;ke-3a;KE-3A_face
Success;Found;kc-135
Failed;Image not found;kc-10a;KC-10A_face
Failed;Image not found;jaguar;Jaguar_face
Failed;Image not found;j10;J10_face
Failed;Image not found;ivmmd_t-mdt;IVMMD_T-MDT_face
Failed;Image not found;ivmmd_s-mdt;IVMMD_S-MDT_face
Failed;Image not found;ivmmd_f-mdt;IVMMD_F-MDT_face
Failed;Image not found;irobot_packbot_explorer;Irobot_Packbot_Explorer_face
Failed;Image not found;international_maxxpro_mpv;International_MaxxPro_MPV_face
Failed;Image not found;il-76;IL-76_face
Failed;Image not found;ied;IED_face
Failed;# of Column Error on line 141;;
Failed;# of Column Error on line 142;;
Failed;Image not found;hmmwv;HMMWV_face
Failed;Image not found;hawk;HAWK_face
Failed;Image not found;gmc_sierra_utility;GMC_Sierra_Utility_face
Failed;Image not found;gaz-66;Gaz-66_face
Failed;Image not found;g6_howitzer;G6_HOWITZER_face
Failed;Image not found;g5_155mm;G5_155mm_face
Failed;Image not found;fv105;FV105_face
Failed;Image not found;fv103_spartan;FV103_Spartan_face
Failed;Image not found;fv101_scorpion;FV101_SCORPION_face
Failed;Image not found;frog-7b;Frog-7B_face
Failed;Image not found;frmv_recovery_and_maintenance_vehicle;FRMV_Recovery_and_Maintenance_Vehicle_face
Failed;Image not found;ford350_2_utility;FORD350_2_Utility_face
Failed;Image not found;ford;Ford_face
Failed;Image not found;fennek;fennek_face
Failed;# of Column Error on line 157;;
Failed;Image not found;fcs_mule;FCS_MULE_face
Failed;Image not found;fa-18c;FA-18C_face
Failed;Image not found;f-6a;F-6A_face
Failed;Image not found;f-5;F-5_face
Failed;Image not found;f4_phantom;F4_Phantom_face
Failed;Image not found;f-35;F-35_face
Failed;Image not found;f16;F16_face
Failed;Image not found;f-15e;F-15E_face
Failed;Image not found;f-15c;F-15C_face
Failed;Image not found;f-14a;F-14A_face
Failed;Image not found;f-117;F-117_face
Failed;Image not found;ea-6b;EA-6B_face
Failed;Image not found;e3a;E3A_face
Failed;Image not found;e2c_hawkeye;E2C_Hawkeye_face
Failed;Image not found;dshk-mounted;DSHK-MOUNTED_face
Failed;Image not found;dshk;DSHK_face
Failed;Image not found;dingo;Dingo_face
Failed;Image not found;ddg-1000_zumwalt;DDG-1000_Zumwalt_face
Failed;Image not found;dana_howitzer-77;Dana_Howitzer-77_face
Failed;Image not found;cougar_h_series_4x4;Cougar_H_Series_4X4_face
Failed;Image not found;cougar_6x6;Cougar_6X6_face
Failed;# of Column Error on line 179;;
Failed;# of Column Error on line 180;;
Failed;Image not found;class_iv_uav;Class_IV_UAV_face
Failed;Image not found;class_iii_uav;Class_III_UAV_face
Failed;Image not found;class_ii_uav;Class_II_UAV_face
Failed;Image not found;class_i_uav;Class_I_UAV_face
Failed;Image not found;chevy_afghan;CHEVY_AFGHAN_face
Failed;Image not found;cheetah;Cheetah_face
Failed;Image not found;challenger1;Challenger1_face
Failed;Image not found;ch-47d;CH-47D_face
Failed;Image not found;centauro;Centauro_face
Failed;Image not found;caiman;Caiman_face
Failed;Image not found;caesar;Caesar_face
Success;Found;c2v
Failed;Image not found;c23_sherpa;C23_Sherpa_face
Failed;Image not found;c-141b_starlifter;C-141B_Starlifter_face
Failed;Image not found;c-130;C-130_face
Failed;Image not found;c-12_huron;C-12_Huron_face
Failed;Image not found;bv206;BV206_face
Failed;Image not found;bull;BULL_face
Failed;Image not found;buffalo;Buffalo_face
Failed;Image not found;btr-80;BTR-80_face
Failed;Image not found;btr_152;BTR_152_face
Failed;Image not found;brdm-2;BRDM-2_face
Failed;Image not found;boeing-737;Boeing-737_face
Failed;Image not found;boeing_b-52d;Boeing_B-52D_face
Failed;Image not found;boeing_747;Boeing_747_face
Failed;Image not found;bmp-2;BMP-2_face
Failed;Image not found;bmd-3;BMD-3_face
Failed;Image not found;bmd-2;BMD-2_face
Failed;Image not found;bgm-109;BGM-109_face
Failed;Image not found;bearcat;Bearcat_face
Failed;Image not found;bae_hawk_200;BAe_Hawk_200_face
Failed;Image not found;bae_black_knight;BAE_Black_Knight_face
Failed;Image not found;b-52;B-52_face
Failed;Image not found;b-2_spirit;B-2_Spirit_face
Failed;Image not found;b-10;B-10_face
Failed;Image not found;b-1_lancer;B-1_Lancer_face
Failed;Image not found;av-8b_harrier_ii;AV-8B_Harrier_II_face
Failed;Image not found;as_90;AS_90_face
Failed;Image not found;armed_robotic_vehicle_arv;Armed_Robotic_Vehicle_ARV_face
Failed;Image not found;arh-70;ARH-70_face
Failed;Image not found;an-twq-1-avenger;AN-TWQ-1-Avenger_face
Failed;Image not found;an-2;AN-2_face
Failed;Image not found;amx-30;AMX-30_face
Failed;Image not found;alpha;Alpha_face
Failed;Image not found;airport;airport_face
Failed;Image not found;ah-64d;AH-64D_face
Failed;Image not found;ah-64a;AH-64A_face
Failed;Image not found;ah-1w;AH-1W_face
Failed;Image not found;aavc7a;AAVc7A_face
Failed;Image not found;a320;A320_face
Failed;Image not found;a-10;A-10_face
Failed;Image not found;57mm_s60;57MM_S60_face
Failed;Image not found;2s9;2S9_face
Failed;Image not found;2s12;2S12_face
Failed;Image not found;120mm_he;120mm_HE_face
